Attrition,BusinessTravel,DailyRate,DistanceFromHome,EducationField,EmployeeID,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroupID,SalaryBandID
No,Travel_Rarely,1126,1,Medical,997,Very High,3,Research Director,Very High,Divorced,17399,No,1,1,5,2,4
No,Travel_Frequently,827,1,Other,998,High,4,Healthcare Representative,Medium,Married,5488,Yes,1,2,6,3,3
No,Travel_Frequently,840,9,Medical,999,Low,3,Research Director,High,Divorced,19419,No,1,2,18,4,4
No,Travel_Rarely,1134,16,Technical Degree,1001,High,3,Laboratory Technician,Medium,Married,2811,No,1,2,2,1,1
No,Non-Travel,248,23,Life Sciences,1002,Very High,3,Laboratory Technician,Low,Married,3633,Yes,1,2,9,3,2
No,Travel_Rarely,955,4,Life Sciences,1003,Very High,3,Sales Executive,Very High,Single,4163,Yes,0,0,9,3,2
Yes,Travel_Rarely,138,22,Life Sciences,1004,Low,3,Research Scientist,High,Married,2132,Yes,0,2,5,2,1
No,Travel_Rarely,939,24,Life Sciences,1005,Very High,3,Manufacturing Director,High,Married,13973,Yes,1,2,12,4,4
No,Travel_Frequently,1391,10,Medical,1006,High,3,Research Scientist,High,Married,2684,No,1,0,2,1,1
No,Travel_Rarely,566,7,Medical,1007,Very High,3,Manufacturing Director,High,Divorced,10845,No,1,3,8,3,4
No,Travel_Rarely,1206,17,Medical,1009,Very High,2,Manufacturing Director,High,Divorced,4377,No,2,6,4,2,2
Yes,Travel_Rarely,622,14,Other,1010,High,2,Laboratory Technician,Medium,Divorced,3743,Yes,1,2,4,2,2
No,Travel_Frequently,853,1,Life Sciences,1011,High,3,Manufacturing Director,Low,Married,4148,No,1,1,4,2,2
No,Non-Travel,287,5,Life Sciences,1012,Medium,3,Research Scientist,Very High,Single,1051,No,0,2,0,1,1
No,Travel_Rarely,1441,17,Technical Degree,1013,High,3,Manufacturing Director,High,Married,10739,No,1,2,10,3,4
No,Travel_Rarely,583,25,Medical,1014,High,3,Healthcare Representative,High,Divorced,10388,Yes,1,3,16,4,4
No,Travel_Rarely,153,8,Life Sciences,1015,Medium,4,Research Director,Low,Married,11416,Yes,3,4,8,3,4
Yes,Travel_Rarely,1097,11,Medical,1016,Very High,2,Research Scientist,Low,Single,2600,Yes,0,2,1,1,1
Yes,Travel_Frequently,109,5,Medical,1017,Medium,3,Laboratory Technician,Medium,Single,2422,No,0,3,3,2,1
No,Travel_Rarely,1066,2,Medical,1018,Very High,4,Manufacturing Director,Very High,Married,5472,No,0,2,8,3,3
No,Travel_Rarely,217,8,Life Sciences,1019,Medium,1,Laboratory Technician,Low,Married,2451,No,1,3,4,2,1
No,Travel_Rarely,277,6,Life Sciences,1022,Low,2,Healthcare Representative,High,Single,4240,No,0,0,2,1,2
No,Travel_Rarely,1355,4,Life Sciences,1024,High,2,Healthcare Representative,High,Single,10999,No,0,3,15,4,4
No,Travel_Rarely,549,7,Medical,1025,Very High,3,Manufacturing Director,High,Single,5003,No,0,6,2,1,3
No,Travel_Rarely,466,1,Life Sciences,1026,Very High,2,Manufacturing Director,Very High,Married,12742,No,1,3,21,4,4
No,Travel_Rarely,1055,2,Life Sciences,1027,Low,3,Manufacturing Director,Very High,Married,4227,No,1,2,3,2,2
No,Travel_Rarely,802,10,Other,1028,Medium,3,Laboratory Technician,Very High,Divorced,3917,No,1,4,3,2,2
No,Travel_Rarely,265,5,Marketing,1029,Very High,3,Manager,High,Married,18303,No,0,3,1,1,4
No,Travel_Rarely,804,9,Life Sciences,1030,Low,3,Laboratory Technician,Very High,Married,2380,No,0,5,1,1,1
No,Travel_Rarely,715,2,Life Sciences,1032,High,2,Manufacturing Director,Very High,Single,13726,Yes,0,4,5,2,4
Yes,Travel_Rarely,1141,11,Medical,1033,Low,1,Healthcare Representative,Medium,Married,4777,No,0,2,1,1,2
No,Travel_Frequently,135,18,Medical,1034,High,3,Healthcare Representative,Medium,Married,6385,Yes,2,3,8,3,3
No,Non-Travel,247,7,Life Sciences,1035,Medium,1,Research Director,High,Divorced,19973,No,2,3,21,4,4
No,Travel_Rarely,1035,3,Life Sciences,1036,Medium,3,Sales Executive,Very High,Single,6861,Yes,0,1,1,1,3
Yes,Non-Travel,265,29,Medical,1037,Medium,1,Sales Executive,Low,Single,4969,No,0,6,2,1,3
Yes,Travel_Rarely,266,2,Marketing,1038,Low,1,Manager,Very High,Married,19845,No,1,3,32,4,4
No,Travel_Rarely,1448,28,Medical,1039,Very High,4,Sales Executive,Very High,Married,13320,Yes,1,2,12,4,4
No,Non-Travel,145,1,Life Sciences,1040,Very High,3,Sales Executive,High,Married,6347,No,1,3,18,4,3
Yes,Travel_Rarely,885,16,Life Sciences,1042,High,4,Laboratory Technician,Low,Single,2743,No,0,1,17,4,1
No,Travel_Frequently,945,22,Medical,1043,Very High,3,Manufacturing Director,Low,Single,10880,Yes,0,2,21,4,4
No,Non-Travel,1038,8,Life Sciences,1044,Medium,2,Sales Representative,Very High,Single,2342,No,0,2,2,1,1
No,Travel_Rarely,1234,11,Life Sciences,1045,Very High,3,Manager,Very High,Married,17650,No,1,4,9,3,4
No,Non-Travel,1109,29,Medical,1046,Very High,3,Laboratory Technician,High,Single,4025,No,0,2,8,3,2
No,Travel_Rarely,216,1,Marketing,1047,Medium,4,Sales Executive,Very High,Divorced,9725,No,1,2,15,4,4
No,Travel_Rarely,1089,1,Technical Degree,1048,Medium,3,Manager,Very High,Married,11904,Yes,1,1,6,3,4
No,Travel_Rarely,788,24,Medical,1049,Medium,3,Human Resources,Medium,Single,2177,No,0,3,6,3,1
No,Travel_Frequently,124,2,Marketing,1050,High,2,Sales Executive,Medium,Married,7525,No,1,2,15,4,3
Yes,Travel_Rarely,660,15,Other,1052,Low,3,Laboratory Technician,High,Divorced,4834,No,1,3,1,1,2
Yes,Travel_Frequently,342,2,Life Sciences,1053,Low,3,Research Scientist,Low,Married,2042,Yes,1,2,3,2,1
No,Travel_Rarely,1333,10,Life Sciences,1055,High,3,Sales Representative,High,Married,2220,Yes,1,2,1,1,1
No,Travel_Rarely,1144,10,Medical,1056,Very High,3,Sales Representative,Medium,Married,1052,No,0,5,1,1,1
No,Travel_Frequently,1186,3,Other,1060,High,3,Research Scientist,High,Married,2821,No,1,2,2,1,1
No,Travel_Rarely,1464,2,Medical,1061,Medium,3,Research Director,High,Married,19237,Yes,1,2,8,3,4
No,Travel_Rarely,124,3,Other,1062,Very High,3,Healthcare Representative,Medium,Single,4107,No,0,3,4,2,2
No,Travel_Rarely,300,26,Marketing,1066,High,3,Sales Executive,Low,Married,8396,No,1,3,7,3,4
No,Travel_Frequently,921,1,Medical,1068,Low,2,Research Scientist,High,Divorced,2007,No,2,5,5,2,1
No,Travel_Rarely,430,1,Medical,1069,Very High,3,Research Director,Very High,Divorced,19627,No,2,0,2,1,4
No,Travel_Rarely,1082,2,Life Sciences,1070,High,2,Sales Executive,High,Married,10686,No,1,4,9,3,4
No,Travel_Frequently,1240,9,Medical,1071,Low,3,Research Scientist,High,Married,2942,No,1,4,5,2,2
No,Travel_Rarely,796,12,Medical,1073,Very High,2,Manufacturing Director,Very High,Single,8858,No,0,2,14,4,4
No,Non-Travel,444,2,Medical,1074,High,2,Manager,Low,Single,16756,No,0,3,9,3,4
No,Travel_Rarely,415,25,Medical,1076,High,2,Sales Executive,Very High,Divorced,10798,No,1,5,1,1,4
Yes,Travel_Frequently,769,9,Marketing,1077,Very High,3,Sales Representative,Very High,Single,2323,Yes,0,3,2,1,1
Yes,Travel_Rarely,1334,10,Life Sciences,1079,High,2,Laboratory Technician,Low,Single,1416,No,0,6,1,1,1
No,Travel_Rarely,1003,8,Life Sciences,1080,Very High,2,Research Scientist,Low,Divorced,4615,Yes,3,2,16,4,2
Yes,Travel_Rarely,1323,4,Life Sciences,1081,Low,3,Research Scientist,High,Married,2461,Yes,3,2,10,3,1
Yes,Non-Travel,1366,24,Technical Degree,1082,Medium,2,Healthcare Representative,Low,Single,8722,No,0,2,10,3,4
No,Travel_Rarely,192,1,Medical,1083,Low,2,Laboratory Technician,Low,Married,3955,No,2,2,5,2,2
No,Travel_Rarely,1176,20,Other,1084,High,3,Manufacturing Director,Low,Married,9957,No,1,1,6,3,4
No,Travel_Rarely,509,7,Technical Degree,1085,Medium,4,Research Scientist,High,Married,3376,No,0,3,10,3,2
No,Travel_Rarely,330,17,Life Sciences,1088,High,2,Healthcare Representative,High,Married,8823,No,1,4,19,4,4
No,Travel_Rarely,1492,20,Technical Degree,1092,Low,3,Healthcare Representative,Very High,Married,10322,No,1,6,11,4,4
No,Non-Travel,1277,8,Life Sciences,1094,Low,1,Laboratory Technician,High,Married,4621,No,3,4,3,2,2
No,Travel_Frequently,1091,2,Life Sciences,1096,Very High,3,Manufacturing Director,Medium,Married,10976,No,1,4,3,2,4
No,Travel_Rarely,857,10,Other,1097,High,3,Research Scientist,High,Single,3660,No,0,4,8,3,2
Yes,Travel_Rarely,1376,1,Medical,1098,Medium,2,Human Resources,Low,Married,10482,No,1,1,20,4,4
No,Travel_Rarely,654,5,Life Sciences,1099,Very High,2,Healthcare Representative,Very High,Divorced,7119,No,1,2,3,2,3
Yes,Travel_Rarely,1204,4,Technical Degree,1100,Very High,3,Sales Executive,Low,Single,9582,Yes,0,2,8,3,4
Yes,Travel_Frequently,827,29,Medical,1101,Low,2,Research Scientist,High,Single,4508,No,0,4,13,4,2
No,Travel_Rarely,895,15,Life Sciences,1102,Low,3,Laboratory Technician,High,Divorced,2207,No,1,5,4,2,1
No,Travel_Frequently,618,3,Life Sciences,1103,Low,3,Healthcare Representative,Very High,Single,7756,No,0,1,6,3,3
No,Travel_Rarely,309,10,Life Sciences,1105,Very High,2,Sales Executive,Very High,Divorced,6694,Yes,3,5,1,1,3
Yes,Travel_Rarely,1219,4,Technical Degree,1106,Very High,3,Laboratory Technician,Very High,Married,3691,Yes,1,3,7,3,2
Yes,Travel_Rarely,1330,21,Medical,1107,Low,3,Laboratory Technician,High,Divorced,2377,No,1,0,1,1,1
Yes,Travel_Rarely,1017,25,Medical,1108,Low,2,Research Scientist,Medium,Single,2313,Yes,0,0,2,1,1
No,Travel_Rarely,469,2,Medical,1109,Very High,3,Manager,Low,Married,17665,No,1,3,22,4,4
Yes,Travel_Frequently,1009,1,Medical,1111,Low,2,Laboratory Technician,Medium,Divorced,2596,No,2,2,1,1,1
Yes,Travel_Frequently,959,1,Other,1113,Very High,3,Sales Executive,High,Single,4728,Yes,0,4,0,1,2
No,Travel_Frequently,970,7,Life Sciences,1114,Very High,3,Sales Executive,Medium,Married,4302,No,1,3,3,2,2
No,Non-Travel,697,3,Life Sciences,1115,High,2,Research Scientist,Very High,Married,2979,No,3,2,0,1,2
No,Non-Travel,1262,1,Medical,1116,Low,4,Manager,Very High,Single,16885,No,0,3,5,2,4
No,Non-Travel,1050,9,Life Sciences,1117,Medium,2,Sales Executive,High,Married,5593,No,1,2,15,4,3
No,Travel_Rarely,994,7,Life Sciences,1118,Medium,3,Healthcare Representative,Medium,Single,10445,No,0,4,8,3,4
No,Travel_Rarely,770,10,Marketing,1119,High,2,Sales Executive,High,Divorced,8740,Yes,2,2,8,3,4
No,Travel_Rarely,1107,28,Life Sciences,1120,High,3,Research Scientist,Very High,Divorced,2514,No,1,1,7,3,1
No,Travel_Rarely,950,3,Medical,1121,Very High,3,Manufacturing Director,Medium,Divorced,7655,No,3,3,9,3,3
No,Travel_Rarely,406,3,Marketing,1124,Low,3,Manager,High,Married,17465,No,1,3,12,4,4
No,Travel_Rarely,130,2,Marketing,1125,Very High,3,Sales Executive,Medium,Single,7351,No,0,2,1,1,3
No,Travel_Frequently,1082,27,Life Sciences,1126,High,3,Manufacturing Director,Low,Married,10820,No,1,1,8,3,4
Yes,Travel_Frequently,203,2,Life Sciences,1127,Low,3,Healthcare Representative,Very High,Divorced,12169,No,3,4,18,4,4
No,Travel_Rarely,1308,14,Medical,1128,High,2,Research Director,High,Single,19626,No,0,2,20,4,4
No,Travel_Rarely,984,1,Technical Degree,1131,Very High,2,Research Scientist,Medium,Single,2070,Yes,0,6,2,1,1
No,Non-Travel,439,9,Life Sciences,1132,High,3,Laboratory Technician,Medium,Single,6782,No,0,2,5,2,3
No,Non-Travel,217,18,Life Sciences,1133,Low,3,Manufacturing Director,Very High,Single,7779,No,0,0,11,4,3
No,Travel_Frequently,793,20,Life Sciences,1135,High,4,Sales Representative,Very High,Married,2791,No,1,4,2,1,1
No,Travel_Rarely,1451,2,Life Sciences,1136,Low,2,Research Scientist,Medium,Married,3201,No,0,2,5,2,2
No,Travel_Frequently,1182,11,Marketing,1137,Very High,3,Sales Executive,Very High,Divorced,4968,No,1,3,5,2,3
No,Travel_Rarely,174,8,Technical Degree,1138,Very High,2,Sales Executive,Medium,Married,13120,No,1,3,9,3,4
No,Travel_Frequently,1003,2,Life Sciences,1140,Very High,3,Manufacturing Director,High,Single,4033,No,0,3,3,2,2
No,Travel_Frequently,490,10,Life Sciences,1143,Very High,3,Research Scientist,Medium,Divorced,3291,No,2,2,7,3,2
No,Travel_Rarely,188,29,Medical,1148,Medium,1,Laboratory Technician,Very High,Single,4272,No,0,3,1,1,2
No,Travel_Rarely,718,8,Medical,1150,Medium,2,Manufacturing Director,Very High,Married,5056,Yes,1,2,10,3,3
No,Travel_Rarely,433,1,Human Resources,1152,High,4,Human Resources,High,Married,2844,No,1,2,7,3,1
No,Travel_Frequently,773,6,Life Sciences,1154,High,2,Research Scientist,High,Divorced,2703,Yes,1,2,3,2,1
Yes,Non-Travel,247,8,Medical,1156,High,3,Laboratory Technician,High,Single,1904,No,0,0,0,1,1
Yes,Travel_Rarely,603,9,Marketing,1157,Low,3,Sales Executive,Low,Single,8224,Yes,0,3,5,2,3
No,Travel_Rarely,167,12,Life Sciences,1158,Medium,3,Laboratory Technician,Very High,Married,4766,Yes,1,4,1,1,2
Yes,Travel_Frequently,874,15,Medical,1160,High,3,Laboratory Technician,High,Married,2610,No,1,5,2,1,1
No,Travel_Rarely,367,25,Medical,1161,High,2,Healthcare Representative,Very High,Divorced,5731,No,2,2,6,3,3
No,Travel_Rarely,199,6,Life Sciences,1162,Very High,2,Research Scientist,High,Married,2539,No,1,0,4,2,1
No,Travel_Rarely,1400,9,Life Sciences,1163,Medium,3,Sales Executive,High,Married,5714,No,0,3,6,3,3
No,Travel_Rarely,528,8,Technical Degree,1164,High,3,Human Resources,High,Single,4323,No,0,2,5,2,2
Yes,Travel_Rarely,408,23,Life Sciences,1165,Very High,2,Sales Executive,Low,Married,7336,No,1,3,11,4,3
No,Travel_Frequently,593,9,Medical,1166,Medium,3,Research Director,High,Single,13499,No,0,3,18,4,4
Yes,Travel_Frequently,481,12,Life Sciences,1167,High,3,Sales Executive,Low,Single,13758,Yes,0,2,21,4,4
No,Travel_Rarely,647,4,Marketing,1171,Medium,3,Sales Executive,Low,Single,5155,No,0,3,6,3,3
No,Travel_Rarely,982,1,Medical,1172,Very High,2,Laboratory Technician,High,Married,2258,No,1,2,8,3,1
No,Travel_Rarely,477,24,Medical,1173,Very High,3,Laboratory Technician,Medium,Single,3597,No,0,2,4,2,2
Yes,Travel_Rarely,1485,12,Life Sciences,1175,High,3,Laboratory Technician,Very High,Married,2515,Yes,0,4,1,1,1
No,Travel_Rarely,1384,3,Medical,1177,Low,4,Laboratory Technician,Very High,Married,4420,No,1,2,8,3,2
No,Travel_Rarely,852,10,Marketing,1179,High,2,Sales Executive,High,Married,6578,No,1,3,10,3,3
No,Travel_Frequently,902,26,Medical,1180,High,2,Research Scientist,Very High,Married,4422,Yes,1,3,1,1,2
No,Travel_Rarely,819,2,Life Sciences,1182,High,2,Manufacturing Director,Medium,Divorced,10274,No,1,2,7,3,4
No,Travel_Frequently,669,1,Medical,1184,Very High,2,Healthcare Representative,Low,Single,5343,No,0,3,13,4,3
No,Travel_Frequently,636,4,Other,1185,Very High,2,Laboratory Technician,Very High,Married,2376,No,1,2,2,1,1
Yes,Travel_Rarely,1372,9,Marketing,1188,Low,1,Sales Executive,High,Single,5346,No,0,2,4,2,3
No,Non-Travel,862,2,Life Sciences,1190,High,3,Sales Representative,Low,Divorced,2827,No,3,3,1,1,1
No,Travel_Rarely,718,4,Technical Degree,1191,Very High,3,Manager,Low,Divorced,19943,No,1,2,5,2,4
No,Travel_Rarely,1401,6,Medical,1192,Medium,3,Laboratory Technician,Very High,Married,3131,No,1,5,10,3,2
No,Travel_Rarely,645,9,Life Sciences,1193,High,3,Research Scientist,Low,Single,2552,No,0,4,1,1,1
No,Travel_Rarely,1457,7,Medical,1195,Low,3,Research Scientist,High,Married,4477,Yes,1,2,3,2,2
No,Travel_Rarely,977,1,Life Sciences,1196,Very High,2,Manufacturing Director,Very High,Married,6474,No,1,2,14,4,3
No,Travel_Rarely,805,3,Life Sciences,1198,Low,2,Laboratory Technician,High,Single,3033,No,0,2,2,1,2
Yes,Travel_Rarely,1097,10,Life Sciences,1200,High,3,Research Scientist,High,Single,2936,Yes,0,4,6,3,2
No,Travel_Rarely,1223,7,Medical,1201,Very High,3,Manager,High,Divorced,18606,No,1,6,7,3,4
No,Travel_Rarely,942,15,Life Sciences,1202,Medium,1,Research Scientist,Very High,Married,2168,Yes,1,2,5,2,1
Yes,Travel_Frequently,1256,3,Life Sciences,1203,High,2,Research Scientist,Very High,Married,2853,Yes,1,5,0,1,1
No,Travel_Rarely,1402,2,Marketing,1204,High,3,Manager,Low,Married,17048,No,0,2,26,4,4
No,Non-Travel,111,17,Life Sciences,1206,Very High,1,Research Scientist,High,Single,2290,No,0,3,0,1,1
No,Travel_Rarely,147,2,Human Resources,1207,Medium,3,Human Resources,High,Married,3600,No,1,2,5,2,2
Yes,Non-Travel,906,5,Life Sciences,1210,Low,2,Research Scientist,Low,Divorced,2107,No,1,2,1,1,1
No,Travel_Rarely,1329,29,Life Sciences,1211,High,3,Sales Executive,Low,Divorced,4115,No,3,3,4,2,2
No,Travel_Frequently,1184,2,Medical,1212,Medium,3,Sales Executive,Medium,Married,4327,No,3,2,0,1,2
No,Travel_Frequently,1421,2,Medical,1215,Very High,3,Manager,Low,Married,17856,No,1,3,2,1,4
No,Travel_Rarely,1179,19,Medical,1216,Very High,2,Laboratory Technician,Low,Married,3196,No,3,2,6,3,2
No,Travel_Rarely,1450,15,Life Sciences,1217,Very High,3,Research Director,Medium,Married,19081,No,1,2,4,2,4
No,Travel_Rarely,1361,17,Life Sciences,1218,High,3,Sales Executive,Low,Married,8966,Yes,3,2,7,3,4
Yes,Travel_Rarely,984,17,Life Sciences,1219,Very High,3,Laboratory Technician,Medium,Married,2210,No,1,3,1,1,1
No,Travel_Frequently,1146,25,Medical,1220,Medium,3,Sales Executive,High,Married,4539,No,1,3,10,3,2
No,Travel_Rarely,917,6,Life Sciences,1221,High,1,Laboratory Technician,High,Divorced,2741,No,1,4,7,3,1
No,Travel_Rarely,853,7,Life Sciences,1224,High,3,Laboratory Technician,High,Divorced,3491,No,3,4,10,3,2
No,Travel_Rarely,200,29,Other,1225,Very High,3,Research Scientist,Very High,Single,4541,No,0,3,20,4,2
No,Travel_Rarely,654,21,Marketing,1226,High,4,Sales Representative,Very High,Single,2678,No,0,2,2,1,1
No,Travel_Rarely,150,2,Technical Degree,1228,Very High,3,Manufacturing Director,Very High,Divorced,7379,No,1,3,6,3,3
No,Non-Travel,179,2,Medical,1231,Very High,4,Human Resources,Low,Married,6272,No,1,3,4,2,3
No,Travel_Rarely,696,7,Marketing,1233,Medium,4,Sales Executive,Very High,Divorced,5220,Yes,1,3,11,4,3
No,Travel_Frequently,116,13,Other,1234,High,2,Laboratory Technician,Medium,Married,2743,No,1,2,2,1,1
No,Travel_Frequently,1316,2,Life Sciences,1235,Very High,3,Research Scientist,High,Single,4998,Yes,0,2,8,3,3
No,Travel_Rarely,363,1,Technical Degree,1237,High,1,Manufacturing Director,Low,Divorced,10252,Yes,1,2,7,3,4
No,Travel_Rarely,117,9,Medical,1238,Low,3,Research Scientist,Very High,Married,2781,No,1,5,14,4,1
No,Travel_Rarely,107,10,Technical Degree,1239,Medium,2,Sales Executive,Medium,Divorced,6852,No,1,2,5,2,3
No,Travel_Rarely,1356,10,Life Sciences,1240,High,3,Sales Executive,Very High,Single,4950,No,0,4,4,2,3
No,Travel_Rarely,1465,1,Medical,1241,Very High,3,Research Scientist,Medium,Married,3579,Yes,1,2,11,4,2
No,Travel_Frequently,458,26,Medical,1242,Low,3,Research Director,Low,Married,13191,Yes,0,6,1,1,4
No,Non-Travel,1212,8,Marketing,1243,High,2,Sales Executive,Very High,Married,10377,Yes,1,6,13,4,4
No,Travel_Rarely,1103,14,Life Sciences,1244,Low,3,Research Scientist,Low,Married,2235,Yes,2,3,9,3,1
No,Travel_Frequently,966,1,Life Sciences,1245,Very High,3,Manufacturing Director,High,Divorced,10502,No,1,2,5,2,4
No,Travel_Rarely,1117,2,Life Sciences,1246,Low,4,Research Scientist,Very High,Married,2011,No,1,5,10,3,1
Yes,Non-Travel,504,10,Medical,1248,Low,2,Research Scientist,Medium,Single,1859,Yes,0,2,1,1,1
No,Travel_Rarely,1010,1,Life Sciences,1249,Low,3,Research Scientist,Very High,Divorced,3760,No,3,5,3,2,2
No,Travel_Rarely,685,3,Life Sciences,1250,Very High,3,Research Director,Very High,Married,17779,No,0,2,10,3,4
No,Travel_Rarely,1332,11,Medical,1251,High,3,Healthcare Representative,Low,Married,6833,Yes,0,2,6,3,3
No,Travel_Rarely,1062,24,Medical,1252,High,2,Healthcare Representative,Low,Single,6812,No,0,2,10,3,3
No,Travel_Rarely,326,3,Life Sciences,1254,High,2,Sales Executive,Very High,Single,5171,No,0,2,6,3,3
No,Travel_Rarely,920,3,Life Sciences,1255,High,1,Research Director,Very High,Married,19740,No,1,2,8,3,4
No,Travel_Rarely,1098,4,Medical,1256,Low,2,Manager,High,Married,18711,No,1,2,1,1,4
No,Travel_Frequently,469,3,Technical Degree,1257,High,3,Research Scientist,Medium,Married,3692,No,0,2,11,4,2
No,Travel_Rarely,969,2,Technical Degree,1258,Very High,4,Laboratory Technician,Medium,Single,2559,No,0,4,1,1,1
No,Travel_Rarely,1167,4,Life Sciences,1259,Low,3,Research Scientist,High,Divorced,2517,No,3,2,5,2,1
No,Travel_Rarely,1329,7,Life Sciences,1260,High,3,Healthcare Representative,Very High,Divorced,6623,Yes,2,2,6,3,3
No,Travel_Rarely,715,1,Life Sciences,1263,Very High,2,Research Director,Very High,Single,18265,No,0,3,1,1,4
No,Travel_Rarely,694,1,Life Sciences,1264,Very High,2,Research Director,Very High,Divorced,16124,No,2,2,7,3,4
No,Travel_Rarely,1320,20,Technical Degree,1265,High,4,Research Scientist,High,Married,2585,No,0,5,1,1,1
No,Travel_Rarely,1099,5,Marketing,1267,Medium,3,Manager,Medium,Married,18213,No,1,5,22,4,4
No,Travel_Rarely,536,10,Marketing,1268,Very High,4,Sales Executive,High,Divorced,8380,Yes,2,3,9,3,4
No,Travel_Rarely,265,25,Life Sciences,1269,Medium,4,Research Scientist,Very High,Single,2994,Yes,0,2,1,1,2
No,Travel_Rarely,373,1,Life Sciences,1270,Very High,3,Research Scientist,High,Married,1223,No,1,2,1,1,1
Yes,Travel_Frequently,599,24,Life Sciences,1273,High,1,Sales Representative,Very High,Single,1118,Yes,0,4,1,1,1
No,Travel_Rarely,583,4,Life Sciences,1275,High,3,Research Scientist,Very High,Single,2875,Yes,0,2,8,3,1
Yes,Travel_Rarely,1449,2,Marketing,1277,Low,1,Manager,Medium,Single,18824,Yes,0,2,24,4,4
No,Non-Travel,177,8,Medical,1278,Very High,2,Healthcare Representative,Medium,Divorced,13577,Yes,1,3,33,4,4
Yes,Travel_Frequently,251,10,Life Sciences,1279,Low,2,Laboratory Technician,High,Single,2625,No,0,2,2,1,1
No,Travel_Rarely,168,4,Marketing,1280,Very High,2,Manager,Medium,Married,18789,No,1,2,11,4,4
No,Travel_Rarely,131,2,Marketing,1281,High,3,Sales Executive,Low,Single,4538,Yes,0,3,3,2,2
No,Travel_Frequently,237,9,Life Sciences,1282,Very High,3,Manager,Medium,Divorced,19847,Yes,1,5,29,4,4
No,Travel_Rarely,1429,18,Medical,1283,Very High,3,Manufacturing Director,Very High,Single,10512,No,0,6,9,3,4
No,Travel_Frequently,135,19,Medical,1285,High,3,Laboratory Technician,Medium,Divorced,4444,No,2,2,11,4,2
No,Travel_Frequently,791,1,Medical,1286,Very High,3,Laboratory Technician,High,Single,2154,Yes,0,2,4,2,1
No,Travel_Rarely,1199,4,Life Sciences,1288,High,4,Manager,Low,Divorced,19190,No,2,4,25,4,4
No,Travel_Frequently,648,11,Life Sciences,1289,High,2,Human Resources,Medium,Married,4490,No,2,5,10,3,2
No,Travel_Rarely,735,6,Life Sciences,1291,High,3,Research Scientist,High,Married,3506,Yes,0,3,3,2,2
No,Travel_Rarely,603,7,Medical,1292,Medium,4,Research Scientist,Medium,Married,2372,Yes,0,2,1,1,1
No,Travel_Rarely,531,4,Marketing,1293,Very High,2,Sales Executive,Very High,Single,10231,No,0,3,21,4,4
No,Travel_Rarely,429,2,Life Sciences,1294,High,3,Manufacturing Director,Medium,Single,5410,Yes,0,2,16,4,3
Yes,Travel_Rarely,621,15,Medical,1295,Low,3,Healthcare Representative,Very High,Married,7978,No,1,2,10,3,3
No,Travel_Frequently,193,2,Life Sciences,1296,Very High,2,Laboratory Technician,Very High,Married,3867,Yes,1,2,2,1,2
No,Travel_Frequently,968,6,Medical,1297,Medium,2,Laboratory Technician,High,Single,2838,No,0,6,7,3,1
No,Non-Travel,879,9,Medical,1298,High,3,Manufacturing Director,High,Single,4695,Yes,0,3,8,3,2
Yes,Travel_Rarely,806,7,Technical Degree,1299,Medium,3,Laboratory Technician,High,Divorced,3339,Yes,2,2,7,3,2
No,Travel_Rarely,640,1,Technical Degree,1301,Very High,3,Research Scientist,Low,Single,2080,No,0,2,3,2,1
No,Travel_Rarely,266,1,Medical,1303,Very High,3,Research Scientist,Medium,Single,2096,No,0,3,2,1,1
No,Travel_Rarely,604,8,Medical,1304,High,4,Sales Executive,Very High,Married,6209,No,2,4,10,3,3
No,Travel_Frequently,364,25,Medical,1306,Medium,3,Manager,Medium,Single,18061,No,0,4,0,1,4
No,Travel_Rarely,412,13,Medical,1307,High,2,Manager,Medium,Divorced,17123,Yes,2,4,19,4,4
No,Travel_Rarely,848,23,Life Sciences,1308,Low,3,Research Scientist,High,Divorced,2372,No,2,3,2,1,1
Yes,Travel_Rarely,1089,7,Life Sciences,1309,Very High,3,Laboratory Technician,High,Married,4883,No,1,3,10,3,2
Yes,Travel_Rarely,360,23,Medical,1310,High,3,Research Scientist,Low,Single,3904,No,0,2,5,2,2
No,Travel_Rarely,1138,6,Technical Degree,1311,Low,2,Laboratory Technician,Very High,Married,4627,No,1,6,9,3,2
No,Travel_Rarely,325,10,Technical Degree,1312,Very High,3,Healthcare Representative,High,Married,7094,No,0,0,7,3,3
No,Travel_Rarely,991,1,Life Sciences,1314,Very High,3,Human Resources,Low,Single,3423,No,0,3,7,3,2
No,Non-Travel,1476,1,Life Sciences,1315,High,1,Laboratory Technician,Very High,Married,6674,No,3,6,9,3,3
No,Travel_Rarely,1322,28,Life Sciences,1317,Very High,3,Research Director,Low,Married,16880,Yes,0,2,3,2,4
Yes,Travel_Rarely,299,25,Marketing,1318,Very High,2,Sales Executive,Medium,Single,9094,Yes,0,2,5,2,4
Yes,Travel_Rarely,1030,5,Life Sciences,1319,Medium,3,Sales Executive,Medium,Single,8446,Yes,0,2,8,3,4
No,Travel_Rarely,634,17,Medical,1321,Medium,3,Manager,Low,Married,11916,Yes,2,2,9,3,4
